1,0
10,0
100,1
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,1
109,0
11,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,1
118,0
119,1
120,1
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
13,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
14,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,0
15,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
16,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
17,0
170,0
171,0
172,1
173,0
175,0
176,0
177,0
178,0
179,0
18,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
19,0
190,1
191,1
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
2,0
20,1
200,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
3,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
4,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
5,0
50,0
51,0
54,0
55,0
56,0
57,0
58,0
59,1
6,0
60,0
61,0
62,0
63,0
65,0
66,1
67,0
68,0
69,0
7,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
7801,1
7802,1
7803,0
7804,1
7805,1
7806,1
7807,1
7808,1
7809,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,1
7816,1
7817,1
7818,0
7819,1
7820,1
7821,1
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,1
7833,1
7834,1
7835,1
7836,1
7837,1
7838,1
7839,1
7840,1
7841,1
7842,0
7843,1
7844,1
7845,1
7846,1
7847,1
7848,1
7849,1
7850,1
7851,1
7852,1
7853,1
7854,1
7855,1
7856,1
7857,1
7858,1
7859,1
7860,1
7861,1
7862,1
7863,1
7864,1
7865,1
7866,1
7867,1
7868,1
7869,1
7870,1
7871,1
7872,1
7873,1
7874,1
7875,1
7876,1
7877,1
7878,1
7879,1
7880,1
7881,1
7882,1
7883,1
7884,1
7885,1
7886,1
7887,1
7888,1
7889,1
7890,1
7891,1
7892,1
7893,1
7894,1
7895,1
7896,1
7897,1
7898,1
7899,1
79,0
7900,1
7901,1
7902,1
7903,1
7904,1
7905,1
7906,1
7907,1
7908,0
7909,1
7910,1
7911,1
7912,1
7913,1
7914,1
7915,1
7916,1
7917,1
7918,1
7919,1
7920,1
7921,1
7922,1
7923,1
7924,1
7925,1
7926,1
7927,1
7928,1
7929,1
7930,1
7931,1
7932,1
7933,1
7934,1
7935,1
7936,1
7937,0
7938,1
7939,1
7940,1
7941,1
7943,1
7944,1
7945,1
7946,1
7947,1
7948,1
7949,1
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,1
7957,1
7958,1
7959,1
7960,1
7961,1
7962,1
7963,1
7964,1
7965,1
7966,1
7967,1
7968,1
7969,1
7970,1
7971,1
7972,1
7973,1
7974,1
7975,1
7976,1
7977,1
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7984,1
7985,1
7986,1
7987,1
7988,1
7989,1
7990,1
7991,1
7992,1
7993,1
7994,1
7995,1
7996,1
7997,1
7998,1
7999,1
8,0
80,0
8000,1
81,1
82,0
83,0
84,1
85,1
86,0
87,0
88,0
89,1
9,0
90,0
91,0
92,0
93,1
94,0
95,0
96,0
97,0
98,0
99,0
